,Indicator ID,Total,2010,2011,2012,2013,2014,2015,2016
4960,CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAcquiredDuringPeriodCashFlowsExpectedToBeCollectedAtAcquisition,213,0,4,10,14,17,22,4
4961,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetIncome,213,0,8,8,12,23,10,10
4962,StockIssuedDuringPeriodValueStockDividend,213,0,1,14,13,12,16,15
4963,SaleLeasebackTransactionNetProceeds,213,0,7,18,29,17,0,0
4964,PledgedFinancialInstrumentsNotSeparatelyReportedLoansReceivablePledgedForOtherArrangements,213,0,9,17,19,12,12,2
4965,IncreaseDecreaseInRegulatoryLiabilities,213,0,10,14,14,13,8,12
4966,OtherDeferredCompensationArrangementsLiabilityClassifiedNoncurrent,213,0,3,7,14,18,22,7
4967,AssetsDesignatedToClosedBlockMortgageLoansOnRealEstate,213,0,5,8,12,21,19,6
4968,DebtInstrumentInterestRateEffectivePercentageRateRangeMinimum,213,0,2,4,18,19,19,9
4969,CostOfOtherManufacturedProducts,213,0,8,14,19,16,10,4
4970,LoansAndLeasesReceivableConsumerInstallmentDurableGoods,210,0,4,12,13,15,18,8
4971,IncreaseDecreaseInPayablesToCustomers,210,0,2,12,12,14,15,15
4972,ClosedBlockOperationsPolicyholderDividends,210,0,8,10,13,16,16,7
4973,FairValueInputsPrepaymentRate,210,0,0,3,17,19,20,11
4974,SECScheduleIIIRealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionLand,210,0,0,0,13,25,32,0
4975,ServicingLiability,210,0,0,5,17,22,17,9
4976,OtherDeferredCostAmortizationExpense,210,0,5,36,28,1,0,0
4977,TimeDeposits100000OrMoreForeign,210,0,13,12,11,14,16,4
4978,ClosedBlockInvestmentsAvailableForSaleChangeInUnrealizedAppreciation,210,0,8,10,14,15,15,8
4979,ParticipatingMortgageLoansParticipationLiabilitiesAmount,210,0,2,11,10,17,19,11
4980,TranslationAdjustmentFunctionalToReportingCurrencyIncreaseDecreaseGrossOfTax,210,0,6,13,17,13,13,8
4981,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf10PercentAdverseChangeInOtherAssumption,210,0,4,8,10,17,21,10
4982,NetAmountAtRiskByProductAndGuaranteeNetAmountAtRisk,210,0,4,17,18,15,12,4
4983,AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,210,0,3,11,12,14,17,13
4984,DepositsWithOtherFederalHomeLoanBanks,210,0,6,20,19,14,9,2
4985,ExcessTierOneLeverageCapitalToAverageAssets,210,0,2,9,16,18,18,7
4986,VariableInterestEntityActivityBetweenVIEAndEntityIncomeOrLossBeforeTax,210,0,4,8,17,16,17,8
4987,SecuritiesSoldUnderAgreementsToRepurchaseNotSubjectToMasterNettingArrangement,210,0,0,0,9,25,24,12
4988,RevenueRecognitionSalesReturnsReserveForSalesReturns,210,0,0,13,24,15,11,7
4989,CapitalUnitsNetAmount,210,0,7,13,12,14,15,9
4990,DefinedBenefitPlanContributionsByPlanParticipants,210,0,5,16,14,18,12,5
4991,IncreaseDecreaseInRestrictedCashAndInvestmentsForOperatingActivities,210,0,1,11,13,13,16,16
4992,SecuritiesBorrowedCollateralObligationToReturnCash,210,0,0,0,8,20,27,15
4993,CostOfServicesOverhead,207,0,5,11,17,14,13,9
4994,CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYield,207,0,0,10,15,30,13,1
4995,JuniorSubordinatedDebentureOwedToUnconsolidatedSubsidiaryTrustNoncurrent,207,0,10,16,14,13,11,5
4996,LoansReceivableWithFixedRatesOfInterest,207,1,9,38,20,1,0,0
4997,PaymentsToAcquireMortgageServicingRightsMSR,207,0,6,8,9,14,12,20
4998,IncreaseDecreaseInLiabilityForClaimsAndClaimsAdjustmentExpenseReserve,207,0,0,0,0,0,18,51
4999,SaleLeasebackTransactionRentExpense,207,0,11,14,20,13,7,4
5000,RealEstateWriteDownOrReserveAmount,207,0,4,43,21,1,0,0
5001,IncomeTaxReconciliationNondeductibleExpenseDepletion,207,0,12,21,17,12,5,2
5002,DisposalGroupIncludingDiscontinuedOperationDeferredRevenue,207,0,0,0,15,24,19,11
5003,DerivativeCashReceivedOnHedge,207,0,5,7,10,13,22,12
5004,OriginationOfMortgageServicingRightsMSRs,207,0,15,29,25,0,0,0
5005,IncomeTaxExaminationLiabilityRecorded,207,0,9,42,18,0,0,0
5006,PrescriptionDrugBenefitReductionInAccumulatedPostretirementBenefitObligationForSubsidy,207,0,22,18,16,6,5,2
5007,ProceedsFromDivestitureOfInterestInConsolidatedSubsidiaries,207,0,2,14,16,9,17,11
5008,BusinessAcquisitionPurchasePriceAllocationEquipment,207,0,9,40,17,2,1,0
5009,InventoryFinishedHomes,204,0,4,10,14,16,16,8
5010,FinancingReceivableModificationsPostModificationRecordedInvestment,204,0,35,31,2,0,0,0
5011,FederalHomeLoanBankAdvancesMaturitiesSummaryDueInRollingYearFour,204,0,0,2,10,22,26,8
5012,TradeReceivablesHeldForSaleAmount,204,0,0,5,8,22,24,9
5013,DeferredRevenueLeasesAccumulatedAmortization,204,0,5,8,13,15,18,9
5014,DueFromOfficersOrStockholdersNoncurrent,204,0,5,9,18,15,15,6
5015,NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets1,201,0,4,12,3,8,22,18
5016,IncomeTaxReconciliationTaxCreditsForeign,201,0,2,15,10,10,22,8
5017,SaleOfStockConsiderationReceivedOnTransaction,201,0,2,9,14,15,16,11
5018,ProceedsFromSaleOfLongtermInvestments,201,0,3,9,14,14,14,13
5019,FederalHomeLoanBankAdvancesMaturitiesSummaryByInterestRateTypeFloatingRate,201,0,2,8,16,17,18,6
5020,PreproductionCostsRelatedToLongTermSupplyArrangementsAssetForMoldsDiesAndToolsOwned,201,0,5,13,18,17,11,3
5021,NumberOfForeignCurrencyDerivativesHeld,201,0,17,20,17,10,2,1
5022,LiabilitiesRelatedToInvestmentContractsFairValueDisclosure,201,0,4,15,12,16,14,6
5023,AdjustmentForLongTermIntercompanyTransactionsNetOfTax,201,0,0,13,14,17,11,12
5024,LifeInsuranceInForcePercentageAssumedToNet,201,0,0,0,0,33,34,0
5025,AccruedUtilitiesCurrentAndNoncurrent,201,0,0,1,17,17,23,9
5026,AmortizationMethodQualifiedAffordableHousingProjectInvestmentsAmortization,201,0,0,0,0,0,33,34
5027,LifeSettlementContractsInvestmentMethodCarryingAmount,201,0,3,16,17,13,12,6
5028,IndefiniteLivedIntangibleAssetsTranslationAndPurchaseAccountingAdjustments,201,0,10,15,15,10,10,7
5029,IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicAndDilutedShare,201,0,11,17,13,11,11,4
5030,CustomerRefundableFees,198,0,7,11,10,20,14,4
5031,ProductLiabilityAccrualComponentAmount,198,0,4,11,12,15,16,8
5032,ResearchAndDevelopmentArrangementContractToPerformForOthersCostsIncurredGross,198,0,8,13,17,8,14,6
5033,OtherAlternativeEnergySalesRevenue,198,0,6,5,11,18,18,8
5034,NotionalAmountOfPriceRiskCashFlowHedgeDerivatives,198,0,26,28,12,0,0,0
5035,EquityRestrictions,198,0,2,11,11,12,26,4
5036,LossContingencyAccrualProductLiabilityGross,198,0,6,13,19,12,10,6
5037,PartnersCapitalAccountUnitsContributed,198,0,6,17,17,11,7,8
5038,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf20PercentAdverseChangeInOtherAssumption,198,0,4,5,9,17,21,10
5039,GuarantyFeeIncome,198,0,3,14,10,15,18,6
5040,HeldtomaturitySecuritiesSoldSecurityRealizedGainLossExcludingOtherThanTemporaryImpairments,198,0,9,13,10,12,14,8
5041,DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,198,0,2,8,17,14,18,7
5042,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition,198,0,1,4,8,12,21,20
5043,IncreaseDecreaseDueFromOfficersAndStockholders,198,0,4,15,12,13,13,9
5044,PaymentsToPurchaseMortgageLoansHeldForSale,198,0,0,17,11,11,14,13
5045,TranslationAdjustmentForNetInvestmentHedgeIncreaseDecreaseGrossOfTax,198,0,10,12,11,8,15,10
5046,FiniteLivedIntangibleAssetsAcquired,198,0,0,20,41,5,0,0
5047,CommonStocksIncludingAdditionalPaidInCapitalNetOfDiscount,198,0,0,4,15,23,16,8
5048,FederalHomeLoanBankAdvancesActivityForYearAverageInterestRateForYear,198,0,0,5,10,19,19,13
5049,BusinessCombinationConsiderationTransferredLiabilitiesIncurred,198,0,0,0,2,18,22,24
5050,LossContingencyAccrualInsuranceRelatedAssessmentPremiumTaxOffset,198,0,5,12,15,15,17,2
5051,LoansAndLeasesReceivableRelatedPartiesCollections,198,0,0,3,18,18,18,9
5052,DeferredTaxLiabilitiesParentsBasisInDiscontinuedOperation,198,0,6,13,17,15,13,2
5053,AvailableforsaleSecuritiesRestrictedCurrent,198,0,9,13,13,11,14,6
5054,RatioOfIndebtednessToNetCapital,198,1,27,38,0,0,0,0
5055,CostOfUtilities,198,0,7,15,14,10,10,10
5056,IncomeTaxHolidayAggregateDollarAmount,198,0,6,8,18,16,10,8
5057,PublicUtilitiesPropertyPlantAndEquipmentLand,195,0,6,12,17,15,13,2
5058,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,195,0,7,17,12,16,9,4
5059,RecordedUnconditionalPurchaseObligationDueInRemainderOfFiscalYear,195,0,0,7,12,13,23,10
5060,InterestAndFeeIncomeLoansCommercialIndustrialAndAgriculturalLoans,195,0,7,14,11,12,12,9
5061,FederalHomeLoanBankAdvancesFloatingRate,195,0,0,0,0,19,32,14
5062,IncreaseDecreaseInBrokerDealerRelatedReceivablesPayablesNet,195,0,6,15,13,11,9,11
5063,CarryingValueOfSecuritiesSoldUnderRepurchaseAgreementsAndDepositsReceivedForSecuritiesLoaned,195,0,1,8,16,11,17,12
5064,TroubledDebtRestructuringDebtorSubsequentPeriodsContingentPaymentsAmount,195,0,0,17,11,11,20,6
5065,OtherTaxCarryforwardGrossAmount,195,0,16,36,12,1,0,0
5066,RedemptionPremium,195,0,1,12,21,10,12,9
5067,InterestIncomeOtherDomesticDeposits,195,0,10,15,10,13,12,5
5068,LoansAndLeasesReceivableConsumerLeaseFinancing,195,0,10,12,14,16,8,5
5069,InterestsContinuedToBeHeldByTransferorFairValue,195,0,15,19,14,6,7,4
5070,ShareBasedCompensationArrangementByShareBasedPaymentAwardMaximumNumberOfSharesPerEmployee,195,0,0,6,14,18,17,10
5071,AccrualForEnvironmentalLossContingenciesDiscount,195,0,5,16,16,14,12,2
5072,CapitalizedExploratoryWellCostChargedToExpense,195,0,9,16,11,12,12,5
5073,IncreaseDecreaseInLifeInsuranceLiabilities,195,0,8,11,11,12,12,11
5074,SecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,192,0,0,0,0,7,32,25
5075,DueToEmployeesCurrentAndNoncurrent,192,0,1,15,8,12,18,10
5076,FederalHomeLoanBankAdvancesMaturitiesSummaryDueInRollingYearFive,192,0,0,5,7,19,24,9
5077,ResultsOfOperationsExpenseFromOilAndGasProducingActivities,192,0,1,6,15,18,16,8
5078,DebtorReorganizationItemsWriteOffOfDeferredFinancingCostsAndDebtDiscounts,192,0,2,7,20,15,10,10
5079,DebtInstrumentInterestRateEffectivePercentageRateRangeMaximum,192,0,2,4,15,18,17,8
5080,ReceivableWithImputedInterestNetAmount,192,0,3,10,8,14,18,11
5081,ProceedsFromIssuanceOfSubordinatedLongTermDebt,192,0,3,11,14,14,9,13
5082,CashFlowsBetweenTransfereeAndTransferorPurchasesOfPreviouslyTransferredFinancialAssets,192,0,1,11,20,11,14,7
5083,SecuritiesPurchasedUnderAgreementsToResellFairValueOfCollateral,192,0,0,0,7,16,25,16
5084,LossFromCatastrophes,192,0,12,11,17,18,3,3
5085,SecuritiesSoldUnderAgreementsToRepurchaseOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,192,0,0,0,0,7,37,20
5086,InterestCreditedToPolicyOwnerAccounts,192,0,4,13,15,13,10,9
5087,AccruedSalaries,192,0,13,32,18,1,0,0
5088,AvailableforsaleSecuritiesRestrictedNoncurrent,192,0,7,16,10,11,13,7
5089,CapitalLeasesNetInvestmentInSalesTypeLeasesAllowanceForUncollectibleMinimumLeasePayments,192,0,9,13,15,11,12,4
5090,OtherOwnershipInterestsUnitsIssued,192,0,7,6,19,13,13,6
5091,LimitedPartnersOfferingCosts,192,0,3,14,14,16,9,8
5092,RealEstateInvestmentsJointVentures,192,0,7,10,15,13,9,10
5093,MultiemployerPlansCollectiveBargainingArrangementPercentageOfParticipants,192,0,0,7,15,18,18,6
5094,DividendsSharebasedCompensationStock,189,0,3,10,15,12,12,11
5095,IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,189,0,34,22,7,0,0,0
5096,EmployeeStockOwnershipPlanESOPDebtStructureDirectLoanAmount,189,0,3,13,17,15,11,4
5097,TradingSecuritiesShortTermInvestmentsAmortizedCost,189,0,0,0,5,19,23,16
5098,IncomeTaxExaminationRangeOfPossibleLosses,189,0,22,33,8,0,0,0
5099,LifeSettlementContractsInvestmentMethodFaceValue,189,0,1,9,15,18,15,5
5100,IncomeTaxHolidayIncomeTaxBenefitsPerShare,189,0,4,8,18,13,12,8
5101,AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForRevisionInEstimates,189,0,3,14,11,15,10,10
5102,RecyclingRevenue,189,0,5,10,12,15,16,5
5103,GainLossOnSalesOfConsumerLoans,189,0,2,9,9,12,15,16
5104,VariableInterestEntityFinancialOrOtherSupportAmount,189,0,0,12,9,12,13,17
5105,AcquisitionCostRatio,189,0,0,0,8,24,21,10
5106,IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption,189,0,1,10,13,18,12,9
5107,CapitalizedComputerSoftwarePeriodIncreaseDecrease,189,0,4,7,8,20,16,8
5108,LoansReceivableWithVariableRatesOfInterest,189,1,8,34,19,1,0,0
5109,ProceedsFromCollectionOfOtherReceivables,189,0,7,15,9,10,12,10
5110,UnrecordedUnconditionalPurchaseObligationPurchases,189,0,9,12,12,15,9,6
5111,OilAndGasPropertySuccessfulEffortMethodAccumulatedImpairment,189,0,0,8,21,16,13,5
5112,IncreaseDecreaseInFairValueOfHedgedItemInInterestRateFairValueHedge1,189,0,0,6,14,18,16,9
5113,PremiumsEarnedNetOtherInsurance,189,0,0,5,10,19,21,8
5114,HeldtomaturitySecuritiesDebtMaturitiesRollingAfterTenYearsAmortizedCost,186,0,0,0,0,0,28,34
5115,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,186,0,0,0,0,13,28,21
5116,PercentageOfInterestBearingDomesticDepositsToDepositsNoticeOfWithdrawal,186,0,0,17,19,14,11,1
5117,IncreaseDecreaseInLeaseAcquisitionCosts,186,0,2,12,10,12,13,13
5118,GasImbalancePayableCurrentAndNoncurrent,186,0,7,19,15,10,9,2
5119,PreferredStockSharesSubscribedButUnissuedValue,186,0,7,6,11,10,21,7
5120,ClosedBlockAssetsAndLiabilitiesChangeInPolicyholderDividendObligation,186,0,4,7,9,20,16,6
5121,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification,186,0,6,4,1,7,23,21
5122,DerivativeSwaptionInterestRate,186,0,4,15,15,13,10,5
5123,StockIssued,186,0,39,13,4,6,0,0
5124,LossOnContracts,186,0,4,13,8,15,14,8
5125,PreferredStockAdditionalSeriesParOrStatedValuePerShare,186,0,19,31,11,1,0,0
5126,CertainLoansAndDebtSecuritiesAcquiredInTransferNoAllowanceRecordedAndNoSubsequentImpairment,186,0,2,8,12,15,15,10
5127,DepreciationExpenseOnReclassifiedAssets,186,0,0,3,17,18,15,9
5128,MortgageLoansOnRealEstateForeclosures,186,0,2,5,9,12,20,14
5129,DeferredPolicyAcquisitionCostAmortizationExpenseNetInvestmentGainsLosses,186,0,2,13,17,16,12,2
5130,DefinedBenefitPlanExpectedContributionsInCurrentFiscalYear,186,0,0,0,4,11,26,21
5131,SecuritiesLoanedFairValueOfCollateral,186,0,0,0,12,22,15,13
5132,ProceedsFromLoanOriginations1,186,0,0,6,18,17,16,5
5133,TranslationAdjustmentForNetInvestmentHedgeNetOfTaxPeriodIncreaseDecrease,186,0,6,7,13,10,18,8
5134,DisposalGroupIncludingDiscontinuedOperationConsideration,186,0,0,0,0,8,37,17
5135,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsToNonaccretableDifference,186,0,4,8,16,11,16,7
5136,ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,183,0,6,10,12,15,10,8
5137,ProceedsFromUnsecuredLinesOfCredit,183,0,5,8,10,10,12,16
5138,IncreaseDecreaseCashCollateralFromCounterparties,183,0,2,7,13,14,16,9
5139,BusinessAcquisitionPurchasePriceAllocationNoncontrollingInterest,183,0,0,49,12,0,0,0
5140,HeldtomaturitySecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCost,183,0,0,0,0,0,26,35
5141,OtherComprehensiveIncomeReclassificationAdjustmentForWriteDownOfSecuritiesIncludedInNetIncomeBeforeTax,183,0,30,29,2,0,0,0
5142,OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToNoncontrollingInterest,183,0,5,16,13,12,6,9
5143,CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldAdditions,183,0,4,7,8,9,16,17
5144,IndefinitelivedIntangibleAssetsAcquired,183,0,0,0,4,24,17,16
5145,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialAssets,183,0,0,7,14,20,14,6
5146,IncrementalCommonSharesAttributableToEquityForwardAgreements,183,0,4,8,13,12,18,6
5147,FairValueHedgeAssetsAtFairValue,183,1,7,15,13,11,11,3
5148,PartnersCapitalDistributionAmountPerShare,183,0,5,19,13,11,11,2
5149,IncreaseDecreaseInRiskManagementAssetsAndLiabilities,183,1,11,16,14,7,7,5
5150,CommissionsAndFloorBrokerageReceivables,183,0,3,4,4,1,33,16
5151,PartnersCapitalAccountUnitsSaleOfUnits,183,0,1,12,19,20,6,3
5152,ClearanceFees,183,0,0,5,8,19,20,9
5153,LifeSettlementContractsFairValueMaturingInYearFive,183,0,0,10,14,15,15,7
5154,BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesLongTermDebt,183,0,17,29,14,1,0,0
5155,GroundLeasesGross,183,0,0,4,2,16,26,13
5156,PaymentsForProceedsFromPolicyLoans,183,0,0,8,8,14,14,17
5157,LifeSettlementContractsFairValueMaturingInYearFour,183,0,0,10,14,15,15,7
5158,RepaymentsOfFirstMortgageBond,180,0,6,16,9,8,10,11
5159,FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateInNextRollingTwelveMonths,180,0,0,0,0,15,29,16
5160,SecuritiesBorrowedFairValueDisclosure,180,0,6,14,9,14,12,5
5161,ReceivableWithImputedInterestEffectiveYieldInterestRate,180,0,1,7,16,9,15,12
5162,MortgageLoanRelatedToPropertySales1,180,0,1,12,15,11,9,12
5163,ProceedsFromSaleOfFinanceReceivables,180,0,3,10,10,9,15,13
5164,FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateInRollingYearFour,180,0,0,0,0,15,29,16
5165,NoncontrollingInterestInNetIncomeLossPreferredUnitHoldersNonredeemable,180,0,0,0,6,26,18,10
5166,LongLivedAssetsHeldForSaleProceedsFromSale,180,0,13,27,17,3,0,0
5167,InvestmentIncomeAmortizationOfDiscount,180,0,7,7,11,6,18,11
5168,SubadvisoryFeesForMutualFunds,180,0,9,12,12,12,11,4
5169,AllowanceForLoanAndLeaseLossesLoansAcquired,180,0,2,6,14,19,12,7
5170,ExcessNetCapitalAt1500Percent,180,0,3,9,11,14,17,6
5171,EntityWideRevenueMajorCustomerAmount,180,0,7,31,20,1,1,0
5172,FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateInRollingYearFive,180,0,0,0,0,15,29,16
5173,CapitalLeasesFutureMinimumPaymentsNetMinimumPayments,180,0,50,10,0,0,0,0
5174,LeaseIncentiveReceivable,180,0,1,5,12,19,18,5
5175,SegmentReportingInformationAssets,180,0,53,4,3,0,0,0
5176,FederalHomeLoanBankAdvancesCurrent,180,0,2,3,6,11,24,14
5177,FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateAfterRollingYearFive,180,0,0,0,0,15,29,16
5178,ForeignCurrencyFairValueHedgeDerivativeAtFairValueNet,180,0,5,10,19,11,10,5
5179,ProjectsThatHaveExploratoryWellCostsThatHaveBeenCapitalizedForPeriodGreaterThanOneYear,180,0,14,13,12,9,8,4
5180,FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateInRollingYearTwo,180,0,0,0,0,15,29,16
5181,OtherResearchAndDevelopmentExpense,180,0,0,0,6,20,23,11
5182,CededPremiumsWrittenPropertyAndCasualty,180,0,12,24,22,2,0,0
5183,CashDivestedFromDeconsolidation,180,0,8,6,11,14,10,11
5184,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersNet,180,0,0,0,2,12,28,18
5185,AccrualForEnvironmentalLossContingenciesPeriodIncreaseDecrease,180,0,1,11,10,10,13,15
5186,IndefiniteLivedIntangibleAssetsTranslationAdjustments,180,0,0,6,12,17,18,7
5187,FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextCallDateInRollingYearThree,180,0,0,0,0,15,29,16
5188,RegistrationPaymentArrangementAccrualCarryingValue,180,0,7,10,7,14,14,8
5189,DerivativeNonmonetaryNotionalAmountPercentOfRequiredNeedCoverage,177,0,12,19,12,8,2,6
5190,ProceedsFromUnsecuredNotesPayable,177,0,4,6,11,14,15,9
5191,ProceedsFromSecuredLinesOfCredit,177,0,3,5,12,15,15,9
5192,ExtendedProductWarrantyAccrualWarrantiesIssued,177,0,7,13,11,12,8,8
5193,GoldProductsAndServicesRevenue,177,0,4,15,8,13,15,4
5194,PledgedAssetsSeparatelyReportedMortgageRelatedSecuritiesAvailableForSaleOrHeldForInvestment,177,0,0,6,15,13,18,7
5195,PartnersCapitalAccountUnitsSoldInPublicOffering,177,0,1,4,16,23,11,4
5196,ReceivablesHeldForSaleNetAmount,177,0,5,23,20,11,0,0
5197,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInOtherComprehensiveIncomeLoss,177,0,0,0,4,11,26,18
5198,MalpracticeLossContingencyAccrualUndiscounted,177,0,6,13,11,11,14,4
5199,FinancialServicesLiabilities,177,0,4,7,11,11,17,9
5200,DefinedBenefitPlanOtherPlanAssets,177,0,45,14,0,0,0,0
5201,ProceedsFromOtherDeposits,177,0,4,12,19,8,9,7
5202,RelatedPartyDebtNoncurrent,177,0,22,28,8,1,0,0
5203,TemporaryEquityOtherChanges,177,0,0,0,10,9,22,18
5204,LifeSettlementContractsFairValueMethodFaceValueMaturingInYearFive,177,0,0,10,14,15,14,6
5205,ProceedsFromInterestAndDividendsReceived,177,0,6,10,14,10,9,10
5206,CongressionallyMandatedFederalHomeLoanBankAssessments,177,0,23,36,0,0,0,0
5207,EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,177,0,6,10,16,10,13,4
5208,LifeSettlementContractsFairValueMethodFaceValueMaturingInYearFour,177,0,0,10,14,15,14,6
5209,IncreaseDecreaseInPostemploymentObligations,177,0,2,5,8,12,23,9
5210,PercentageOfUnamortizedFilmCosts,177,0,5,8,14,13,14,5
5211,OtherRealEstatePeriodIncreaseDecrease,177,0,0,2,21,15,12,9
5212,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax,177,0,29,28,2,0,0,0
5213,CostOfServicesEnvironmentalRemediation,177,0,9,9,6,11,13,11
5214,DeferredPolicyAcquisitionCostAmortizationExpenseUnrealizedInvestmentGainsLosses,177,0,2,8,15,15,14,5
5215,AcceleratedShareRepurchasesSettlementPaymentOrReceipt,177,1,13,9,11,7,13,5
5216,OtherConstructionCosts,177,0,9,10,11,14,9,6
5217,DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax,177,0,2,14,16,11,12,4
5218,CommonUnitAuthorized,177,0,0,0,2,9,23,25
5219,LifeSettlementContractsFairValueMaturingInYearThree,177,0,0,8,14,15,15,7
5220,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassFlightEquipmentGross,177,0,9,14,8,9,10,9
5221,DirectOperatingCommunicationsCosts,177,0,6,12,12,12,12,5
5222,SecuritiesBorrowedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,177,0,0,0,0,7,30,22
